کد بررسی,دمای هوای اطراف ماشین (کلوین),دمای فرآیند (کلوین),سرعت چرخش اجزای ماشین (دور در دقیقه),گشتاور ماشین (نیوتون متر),مدت زمان سایش ابزار (دقیقه),وضعیت خرابی,نوع خرابی
7714,300.5,311.4,2072,18.8,75,0,No Failure
7715,300.5,311.5,1487,43,78,0,No Failure
7716,300.5,311.5,1302,49.6,80,0,No Failure
7717,300.5,311.5,1378,48.2,82,0,No Failure
7718,300.5,311.6,1365,53,85,0,No Failure
7719,300.6,311.7,1427,44.6,87,0,No Failure
7720,300.6,311.7,1535,33.3,92,0,No Failure
7721,300.5,311.6,1476,41.7,97,0,No Failure
7722,300.5,311.6,1425,42.4,102,0,No Failure
7723,300.5,311.7,1409,54.7,104,0,No Failure
7724,300.5,311.6,1730,30.2,106,0,No Failure
7725,300.5,311.6,1454,41.4,108,0,No Failure
7726,300.6,311.7,1744,26.9,111,0,No Failure
7727,300.8,311.9,1761,29,113,0,No Failure
7728,300.7,311.9,1657,30.9,116,0,No Failure
7729,300.7,311.8,1420,47,119,0,No Failure
7730,300.7,311.9,1329,59.2,121,0,No Failure
7731,300.6,311.9,1472,44.2,126,0,No Failure
7732,300.6,312,1566,30.1,128,0,No Failure
7733,300.6,312,1430,42.7,130,0,No Failure
7734,300.6,312,1481,40.9,132,0,No Failure
7735,300.6,312,1670,29.4,134,0,No Failure
7736,300.6,312,1406,55.1,136,0,No Failure
7737,300.6,312.1,1354,46.9,138,0,No Failure
7738,300.5,312,1985,19.3,143,0,No Failure
7739,300.5,312,1263,60.8,146,0,No Failure
7740,300.5,311.9,1576,31.1,149,0,No Failure
7741,300.5,312,1453,45.1,151,0,No Failure
7742,300.5,312,1478,39,153,0,No Failure
7743,300.5,311.9,1323,57.9,155,0,No Failure
7744,300.5,311.9,1710,28.4,158,0,No Failure
7745,300.4,311.7,1314,59.5,160,0,No Failure
7746,300.4,311.7,1460,39.6,162,0,No Failure
7747,300.4,311.7,1508,45.4,164,0,No Failure
7748,300.5,311.8,1331,55.3,167,0,No Failure
7749,300.4,311.7,1515,47.4,170,0,No Failure
7750,300.4,311.6,1674,33,172,0,No Failure
7751,300.4,311.7,1444,51.2,174,0,No Failure
7752,300.4,311.7,1398,42.6,176,0,No Failure
7753,300.4,311.7,1832,24.2,179,0,No Failure
7754,300.5,311.8,1591,42,182,0,No Failure
7755,300.4,311.7,1478,39.9,185,0,No Failure
7756,300.4,311.8,1362,47.6,188,0,No Failure
7757,300.5,311.8,1368,57.9,191,1,Overstrain Failure
7758,300.3,311.7,1723,28.3,193,0,No Failure
7759,300.4,311.8,1689,30.8,196,0,No Failure
7760,300.4,311.8,1272,59.2,198,1,Overstrain Failure
7761,300.4,311.7,1511,33,200,0,No Failure
7762,300.4,311.6,1715,30.8,203,0,No Failure
7763,300.3,311.5,1400,43.8,0,0,No Failure
7764,300.4,311.6,1200,76.6,3,1,Power Failure
7765,300.4,311.7,1555,38.7,5,0,No Failure
7766,300.3,311.6,1427,56.2,8,0,No Failure
7767,300.3,311.4,1318,52.7,13,0,No Failure
7768,300.2,311.4,1319,54.6,15,0,No Failure
7769,300.2,311.4,1960,20.9,20,0,No Failure
7770,300.3,311.5,1552,38.9,23,0,No Failure
7771,300.3,311.5,1548,32.2,25,0,No Failure
7772,300.3,311.6,1709,29.5,27,0,No Failure
7773,300.3,311.5,1464,41,29,0,No Failure
7774,300.3,311.4,1759,24.8,34,0,No Failure
7775,300.3,311.5,1634,31.9,36,0,No Failure
7776,300.3,311.5,1663,33.6,38,0,No Failure
7777,300.3,311.5,1445,47.3,40,0,No Failure
7778,300.3,311.5,1695,25.6,43,0,No Failure
7779,300.4,311.6,1517,39,45,0,No Failure
7780,300.5,311.7,1811,26.8,47,0,No Failure
7781,300.4,311.6,1815,23.5,49,0,No Failure
7782,300.4,311.7,1513,40,51,0,No Failure
7783,300.4,311.6,1518,36.4,53,0,No Failure
7784,300.3,311.5,1667,28.8,56,0,No Failure
7785,300.3,311.5,1403,60.1,58,0,No Failure
7786,300.2,311.5,1383,42.1,60,0,No Failure
7787,300.3,311.5,1466,46.2,62,0,No Failure
7788,300.3,311.5,1378,47.5,64,0,No Failure
7789,300.2,311.5,1547,40.9,66,0,No Failure
7790,300.2,311.5,1495,38.5,69,0,No Failure
7791,300.1,311.4,1729,29.3,71,0,No Failure
7792,300.1,311.4,1418,47.7,73,0,No Failure
7793,300.1,311.4,1485,40.4,75,0,No Failure
7794,300.1,311.5,1434,40.8,80,0,No Failure
7795,300.2,311.6,1415,55.8,82,0,No Failure
7796,300.1,311.6,1674,29.6,85,0,No Failure
7797,300.1,311.5,1454,52.4,90,0,No Failure
7798,300,311.4,1476,39,92,0,No Failure
7799,300,311.5,1812,28.3,94,0,No Failure
7800,300,311.4,1374,41.9,96,0,No Failure
7801,300.1,311.4,1524,40.6,98,0,No Failure
7802,300,311.4,1383,49.6,101,0,No Failure
7803,299.9,311.3,1429,58.2,103,0,No Failure
7804,299.8,311.3,1517,41.2,105,0,No Failure
7805,299.9,311.4,1480,44.9,108,0,No Failure
7806,299.9,311.4,1706,28.8,111,0,No Failure
7807,300,311.5,1349,48.6,113,0,No Failure
7808,300,311.5,1451,49,115,0,No Failure
7809,299.9,311.4,1627,36.7,118,0,No Failure
7810,300,311.4,1537,35.4,120,0,No Failure
7811,300.1,311.5,2218,17,123,0,No Failure
7812,300,311.4,1466,39,125,0,No Failure
7813,300,311.5,1666,32,128,0,No Failure
7814,300,311.5,1455,41.7,130,0,No Failure
7815,300,311.4,1927,24.6,132,0,No Failure
7816,299.9,311.3,1703,28.4,134,0,No Failure
7817,299.8,311.2,1533,35.9,137,0,No Failure
7818,299.8,311.3,1785,25.4,139,0,No Failure
7819,299.8,311.2,2142,16.6,144,0,No Failure
7820,299.8,311.2,1369,46.2,146,0,No Failure
7821,299.8,311.2,1706,29.2,148,0,No Failure
7822,299.9,311.3,1802,24.4,151,0,No Failure
7823,299.9,311.3,1413,41.8,153,0,No Failure
7824,300,311.3,1484,53.2,158,0,No Failure
7825,299.9,311.3,1535,38.1,160,0,No Failure
7826,299.9,311.2,1579,35.5,162,0,No Failure
7827,299.8,311.1,1300,64.2,165,0,No Failure
7828,299.8,311.1,1452,44.3,167,0,No Failure
7829,299.8,311.1,1562,35.7,170,0,No Failure
7830,299.8,311.2,1664,28.3,173,0,No Failure
7831,299.9,311.2,1495,35.8,175,0,No Failure
7832,300,311.4,1533,42.6,180,0,No Failure
7833,300,311.4,1484,37,183,0,No Failure
7834,300,311.4,1604,38.7,185,0,No Failure
7835,300,311.4,1483,45.6,187,0,No Failure
7836,300.1,311.5,1549,34.7,189,0,No Failure
7837,300.1,311.4,1604,35,191,0,No Failure
7838,300.2,311.5,1685,31,193,0,No Failure
7839,300.2,311.6,1372,49.2,195,0,No Failure
7840,300.3,311.6,1374,47.4,197,0,No Failure
7841,300.2,311.6,1606,31,199,0,No Failure
7842,300.1,311.5,1471,47.2,201,0,No Failure
7843,300.1,311.5,1659,31.1,203,0,No Failure
7844,300.1,311.7,1400,48.5,205,0,No Failure
7845,300.1,311.7,1503,42.6,208,0,No Failure
7846,300.2,311.8,1798,23.2,210,0,No Failure
7847,300.2,311.6,1608,35,212,0,No Failure
7848,300.2,311.6,1322,50.9,215,0,No Failure
7849,300.2,311.6,1547,37.7,217,0,No Failure
7850,300.3,311.7,1374,47.9,222,1,Tool Wear Failure
7851,300.3,311.7,1447,36.8,0,0,No Failure
7852,300.4,311.7,1373,47.2,3,0,No Failure
7853,300.3,311.7,1515,37.5,5,0,No Failure
7854,300.3,311.7,1317,56.5,7,0,No Failure
7855,300.3,311.8,1551,37.2,9,0,No Failure
7856,300.3,311.8,1592,32.1,11,0,No Failure
7857,300.4,311.8,1433,42.2,14,0,No Failure
7858,300.5,311.9,1432,43.1,16,0,No Failure
7859,300.5,311.9,1350,51.7,18,0,No Failure
7860,300.5,311.9,1370,44.8,20,0,No Failure
7861,300.5,312,1415,44.6,23,0,No Failure
7862,300.5,312,1498,42.9,25,0,No Failure
7863,300.5,312,1382,54.1,27,0,No Failure
7864,300.5,311.9,1511,44.5,30,0,No Failure
7865,300.5,311.9,1330,59.5,33,0,No Failure
7866,300.5,311.9,1383,50.5,35,0,No Failure
7867,300.5,311.9,1431,49.4,37,0,No Failure
7868,300.5,312,1461,38.1,39,0,No Failure
7869,300.4,311.9,1438,46.7,41,0,Random Failures
7870,300.5,312,1779,27.7,46,0,No Failure
7871,300.6,312.1,1293,52.3,49,0,No Failure
7872,300.6,312.2,1308,54.7,52,0,No Failure
7873,300.6,312.3,1532,37.2,54,0,No Failure
7874,300.7,312.4,1470,38.6,56,0,No Failure
7875,300.7,312.3,1548,37.9,58,0,No Failure
7876,300.7,312.3,1898,24,60,0,No Failure
7877,300.7,312.2,1335,49,62,0,No Failure
7878,300.7,312.3,1420,53.8,67,0,No Failure
7879,300.7,312.3,1418,49,69,0,No Failure
7880,300.8,312.3,1535,40.3,71,0,No Failure
7881,300.7,312.4,1457,47.2,74,0,No Failure
7882,300.8,312.4,1493,39.1,79,0,No Failure
7883,300.7,312.3,1670,27.3,81,0,No Failure
7884,300.7,312.3,1446,45.4,86,0,No Failure
7885,300.8,312.4,1465,59.1,91,1,Power Failure
7886,300.7,312.3,1590,36.3,93,0,No Failure
7887,300.6,312.2,2174,18.5,95,0,No Failure
7888,300.7,312.4,1590,37.9,98,0,No Failure
7889,300.7,312.3,1577,33.2,100,0,No Failure
7890,300.7,312.4,1371,61.7,102,0,No Failure
7891,300.8,312.4,1767,25.6,105,0,No Failure
7892,300.8,312.5,1517,39.2,107,0,No Failure
7893,300.9,312.6,1555,40.6,109,0,No Failure
7894,300.9,312.7,1416,43.8,112,0,No Failure
7895,300.8,312.6,1588,35.6,114,0,No Failure
7896,300.8,312.6,1422,50,117,0,No Failure
7897,300.8,312.6,1376,53.6,119,0,No Failure
7898,300.8,312.5,1434,50.7,121,0,No Failure
7899,300.8,312.5,1423,47.3,123,0,No Failure
7900,300.9,312.4,1364,52.5,125,0,No Failure
7901,300.8,312.4,1825,23.8,127,0,No Failure
7902,300.8,312.4,1365,44.5,129,0,No Failure
7903,300.7,312.3,1430,47.2,131,0,No Failure
7904,300.8,312.3,1435,44.8,134,0,No Failure
7905,300.8,312.4,1811,25.1,136,0,No Failure
7906,300.8,312.4,1465,43.7,139,0,No Failure
7907,300.9,312.4,1372,51,142,0,No Failure
7908,300.8,312.3,1858,26.3,144,0,No Failure
7909,300.7,312.3,1715,26.8,146,0,No Failure
7910,300.7,312.2,1590,38.5,148,0,No Failure
7911,300.8,312.2,1664,25.7,150,0,No Failure
7912,300.7,312.1,1512,36.9,153,0,No Failure
7913,300.7,312.1,1498,44,155,0,No Failure
7914,300.7,312.1,1395,41.9,157,0,No Failure
7915,300.7,312.1,1490,43.1,159,0,No Failure
7916,300.8,312.1,1527,35.1,164,0,No Failure
7917,300.8,312.1,1512,37.1,169,0,No Failure
7918,300.9,312.1,1474,42.4,171,0,No Failure
7919,300.8,312.1,1505,41.3,173,0,No Failure
7920,300.8,312,1496,40,175,0,No Failure
7921,300.8,312,1382,49.3,177,0,No Failure
7922,300.7,311.9,1419,47.7,179,0,No Failure
7923,300.7,311.9,1462,39.7,181,0,No Failure
7924,300.8,312,1450,45,183,0,No Failure
7925,300.7,311.9,1389,46.5,186,0,No Failure
7926,300.7,311.9,1697,28.2,191,0,No Failure
7927,300.7,311.9,1335,57.1,194,1,Overstrain Failure
7928,300.7,311.9,1476,42,196,0,No Failure
7929,300.6,311.7,1497,43.6,198,0,No Failure
7930,300.6,311.6,1669,29.2,200,0,No Failure
7931,300.6,311.6,1455,48,203,0,No Failure
7932,300.7,311.7,1499,38.4,205,0,No Failure
7933,300.7,311.8,1478,41.9,207,0,No Failure
7934,300.8,311.8,1928,21.8,209,0,No Failure
7935,300.8,311.9,1621,28.3,211,0,No Failure
7936,300.8,311.9,1356,44.3,214,0,No Failure
7937,300.8,311.7,1490,46.4,217,0,No Failure
7938,300.8,311.7,1578,31.4,219,0,No Failure
7939,300.8,311.7,1681,31.3,221,0,No Failure
7940,300.8,311.8,1417,43.4,223,0,No Failure
7941,300.7,311.7,1532,40,0,0,No Failure
7942,300.7,311.7,1499,38.9,3,0,No Failure
7943,300.8,311.7,1432,45.8,6,0,No Failure
7944,300.8,311.7,1753,29,8,0,No Failure
7945,300.8,311.7,1414,49,10,0,No Failure
7946,300.8,311.7,1655,32.2,12,0,No Failure
7947,300.8,311.6,1516,35.6,14,0,No Failure
7948,300.8,311.7,1426,45.5,16,0,No Failure
7949,300.8,311.7,1479,39.4,18,0,No Failure
7950,300.7,311.5,1569,36.4,20,0,No Failure
7951,300.8,311.6,1568,36,23,0,No Failure
7952,300.9,311.8,1843,24.5,25,0,No Failure
7953,300.9,311.9,1480,40.9,28,0,No Failure
7954,301,312,1447,36.8,31,0,No Failure
7955,301,311.9,1454,41.9,33,0,No Failure
7956,300.9,311.9,1310,56.1,35,0,No Failure
7957,300.9,311.9,1513,38,38,0,No Failure
7958,300.9,311.9,2140,16.5,43,0,No Failure
7959,301,312.1,1377,49.9,48,0,No Failure
7960,301,312.1,1585,32.3,50,0,No Failure
7961,301.1,312.2,1491,42.6,52,0,No Failure
7962,301,312.2,1264,59,57,0,No Failure
7963,301,312.2,1372,47,59,0,No Failure
7964,301,312.2,1510,39.9,61,0,No Failure
7965,300.9,312.1,1423,40.2,63,0,No Failure
7966,301.1,312.3,1464,35.3,65,0,No Failure
7967,301,312.2,1602,35.9,67,0,No Failure
7968,301,312.2,1629,32.6,69,0,No Failure
7969,300.9,312.2,1811,23.2,72,0,No Failure
7970,300.9,312.1,1711,28.8,74,0,No Failure
7971,300.9,312.1,1297,48.6,76,0,No Failure
7972,301,312.1,1405,46.1,79,0,No Failure
7973,301.1,312.2,1397,54.9,81,0,No Failure
7974,301.1,312.3,1682,29.7,83,0,No Failure
7975,301.2,312.3,1528,38.4,85,0,No Failure
7976,301.2,312.3,1548,38.3,87,0,No Failure
7977,301.2,312.4,1395,47.8,90,0,No Failure
7978,301.2,312.4,1378,59,95,0,No Failure
7979,301.2,312.4,1480,53.5,97,0,No Failure
7980,301.2,312.4,1428,36.6,99,0,No Failure
7981,301.2,312.4,1505,39.6,102,0,No Failure
7982,301,312.3,1445,36.4,105,0,No Failure
7983,301,312.3,1488,42.6,107,0,No Failure
7984,301,312.2,1601,33,109,0,No Failure
7985,301,312.3,1550,34.9,111,0,No Failure
7986,301,312.2,1540,34.1,113,0,No Failure
7987,301.1,312.3,1587,34.5,115,0,No Failure
7988,301,312.2,1489,40.3,117,0,No Failure
7989,301.1,312.3,1486,34.9,122,0,No Failure
7990,301.1,312.4,1430,37.9,124,0,No Failure
7991,301.1,312.4,1809,25.1,126,0,No Failure
7992,301.1,312.3,1534,39,129,0,No Failure
7993,301.1,312.3,1852,25.9,131,0,No Failure
7994,301.1,312.3,1595,31.9,134,0,No Failure
7995,301,312.3,1424,43.5,136,0,No Failure
7996,301,312.2,1776,28.8,138,0,No Failure
7997,301,312.2,1499,41.5,140,0,No Failure
7998,301,312.2,2710,9.7,143,1,Power Failure
7999,300.9,312.1,1359,51.7,146,0,No Failure
8000,300.9,312.1,1617,31,148,0,No Failure
8001,300.8,312,1443,53.3,151,0,No Failure
8002,300.8,312,1374,50.2,154,0,No Failure
8003,300.9,312.1,1851,23,156,0,No Failure
8004,300.8,312,1274,67.3,159,0,No Failure
8005,300.9,312,1533,44,162,0,No Failure
8006,300.8,312,1477,37.3,164,0,No Failure
8007,300.9,312.1,1462,46,166,0,No Failure
8008,301,312.1,1664,28.4,168,0,No Failure
8009,300.8,311.9,1414,41.1,171,0,No Failure
8010,300.9,312,2129,17.8,173,0,No Failure
8011,300.8,311.8,1323,61.1,178,0,No Failure
8012,300.8,311.8,1427,43.3,180,0,No Failure
8013,300.9,312,1375,56.1,182,0,No Failure
8014,300.9,312,1402,50.7,185,0,No Failure
8015,300.9,312,1500,44.2,188,0,No Failure
8016,301,312,1558,37.5,190,0,No Failure
8017,300.9,312,1447,41.4,193,0,No Failure
8018,301,312,1518,39.3,196,0,No Failure
8019,301,311.9,1889,23.5,198,0,No Failure
8020,301,312.1,1675,30.7,200,0,No Failure
8021,300.9,312,1720,27.9,202,0,No Failure
8022,301,312,1499,34.6,207,0,No Failure
8023,300.9,312,1441,43.8,210,0,No Failure
8024,300.9,312,1397,42.7,212,0,No Failure
8025,300.9,312,1493,38.7,217,0,No Failure
8026,300.8,312,1422,50.7,219,0,No Failure
8027,300.7,311.9,1399,50.2,222,1,Overstrain Failure
8028,300.6,311.9,1425,44.9,224,0,No Failure
8029,300.6,311.8,1501,44.8,226,0,No Failure
8030,300.6,311.9,1629,35.3,0,0,No Failure
8031,300.6,312,1490,42.2,3,0,No Failure
8032,300.7,312,1550,32.4,5,0,No Failure
8033,300.8,312,1416,46.5,7,0,No Failure
8034,300.7,311.9,1485,38.8,9,0,No Failure
8035,300.7,311.8,1564,36.8,11,0,No Failure
8036,300.7,311.7,1910,19.7,13,0,No Failure
8037,300.7,311.7,1460,46.1,15,0,No Failure
8038,300.7,311.8,1603,34.1,17,0,No Failure
8039,300.7,311.8,1486,47.3,19,0,No Failure
8040,300.8,311.9,1560,31.8,21,0,No Failure
8041,300.8,311.9,1498,39.3,23,0,No Failure
8042,300.8,311.9,1431,48.5,25,0,No Failure
8043,300.8,311.9,1486,45.1,30,0,No Failure
8044,300.7,311.9,1486,35.8,32,0,No Failure
8045,300.7,311.8,1441,38.1,34,0,No Failure
8046,300.7,311.9,1366,55.1,36,0,No Failure
8047,300.6,311.8,1471,41.4,39,0,No Failure
8048,300.6,311.9,1463,38.2,41,0,No Failure
8049,300.6,311.9,1413,41.3,43,0,No Failure
8050,300.6,311.9,1604,30.5,45,0,No Failure
8051,300.7,312,1401,51.1,50,0,No Failure
8052,300.6,311.8,1652,27.2,52,0,No Failure
8053,300.5,311.9,1403,45.7,54,0,No Failure
8054,300.5,311.9,1887,21.7,56,0,No Failure
8055,300.4,311.8,1405,47.9,58,0,No Failure
8056,300.2,311.6,1496,41.1,60,0,No Failure
8057,300.1,311.5,1499,43.4,65,0,No Failure
8058,300.2,311.5,1549,37.2,67,0,No Failure
8059,300.3,311.6,1515,44.9,69,0,No Failure
8060,300.2,311.6,1540,37.7,71,0,No Failure
8061,300.2,311.5,1426,44.3,73,0,No Failure
8062,300.2,311.6,1465,41.4,78,0,No Failure
8063,300.3,311.6,1359,54.1,81,0,No Failure
8064,300.3,311.7,1551,36.4,84,0,No Failure
8065,300.5,311.8,1596,34.8,87,0,No Failure
8066,300.5,311.9,1670,26.3,89,0,No Failure
8067,300.4,311.9,1868,21.3,92,0,No Failure
8068,300.6,312,1490,39.8,94,0,No Failure
8069,300.5,311.9,1676,35.2,97,0,No Failure
8070,300.5,311.9,1875,22.1,100,0,No Failure
8071,300.5,312,1867,23,103,0,No Failure
8072,300.5,312,1646,29.5,106,0,No Failure
8073,300.5,312,1375,43.2,108,0,No Failure
8074,300.5,312,1558,36.7,113,0,No Failure
8075,300.4,312,1631,34.9,115,0,No Failure
8076,300.4,312,1366,43,117,0,No Failure
8077,300.3,311.8,1360,48,119,0,No Failure
8078,300.3,311.8,1547,39.7,121,0,No Failure
8079,300.3,311.7,1571,31.2,123,0,No Failure
8080,300.2,311.5,1528,36.1,125,0,No Failure
8081,300.2,311.5,1432,43.6,127,0,No Failure
8082,300.2,311.6,1356,53.5,132,0,No Failure
8083,300.1,311.5,1422,46.2,134,0,No Failure
8084,300.1,311.4,1438,42.2,139,0,No Failure
8085,300.2,311.4,1483,44.4,141,0,No Failure
8086,300.2,311.4,1331,49.8,143,0,No Failure
8087,300.2,311.4,1463,37.5,145,0,No Failure
8088,300.1,311.4,1446,40.6,147,0,No Failure
8089,300.1,311.4,1356,45.7,149,0,No Failure
8090,300.1,311.3,1676,30.3,151,0,No Failure
8091,300.1,311.4,1910,23,153,0,No Failure
8092,300.2,311.6,1375,56.9,155,0,No Failure
8093,300.2,311.6,1513,40.8,157,0,No Failure
8094,300.2,311.6,1511,35.7,160,0,No Failure
8095,300.2,311.6,1662,28.8,162,0,No Failure
8096,300.2,311.7,1493,48.3,167,0,No Failure
8097,300.2,311.7,1555,37.4,169,0,No Failure
8098,300.3,311.7,1452,41.5,172,0,No Failure
8099,300.2,311.6,1500,39,174,0,No Failure
8100,300.2,311.7,1603,30.5,176,0,No Failure
8101,300.3,311.7,1682,27.8,178,0,No Failure
8102,300.3,311.8,1567,37.7,180,0,No Failure
8103,300.3,311.8,1413,46,182,0,No Failure
8104,300.3,311.9,1429,41.6,184,0,No Failure
8105,300.3,311.9,1692,31.5,187,0,No Failure
8106,300.4,311.9,1476,48.7,189,0,No Failure
8107,300.4,312,1596,30.4,191,0,No Failure
8108,300.3,311.9,1390,49,194,0,No Failure
8109,300.3,311.8,1607,33.7,199,0,No Failure
8110,300.3,311.7,1821,26.3,202,0,No Failure
8111,300.3,311.8,2141,18.5,204,0,No Failure
8112,300.4,311.8,1553,33.1,209,1,Tool Wear Failure
8113,300.4,311.8,1442,45.1,0,0,No Failure
8114,300.4,311.7,1459,45.6,3,0,No Failure
8115,300.4,311.8,2496,13.5,5,0,No Failure
8116,300.4,311.8,1367,57.2,10,0,No Failure
8117,300.3,311.8,2004,19.6,12,0,No Failure
8118,300.3,311.7,1406,47.5,14,0,No Failure
8119,300.3,311.8,1548,33,16,0,No Failure
8120,300.3,311.7,1333,55.2,18,0,No Failure
8121,300.2,311.6,1767,26.4,20,0,No Failure
8122,300.2,311.6,1827,27,22,0,No Failure
8123,300.2,311.6,1533,46.4,24,0,No Failure
8124,300.2,311.5,1515,36.8,27,0,No Failure
8125,300.2,311.4,1568,41,32,0,No Failure
8126,300.2,311.4,1452,47.8,34,0,No Failure
8127,300.2,311.4,1433,37.9,36,0,No Failure
8128,300.1,311.3,1650,33.8,38,0,No Failure
8129,300.1,311.4,1629,31.3,41,0,No Failure
8130,300,311.3,1520,39.2,43,0,No Failure
8131,300,311.2,1393,43.1,45,0,No Failure
8132,299.9,311.2,1364,49.6,50,0,No Failure
8133,299.9,311.3,1389,50,55,0,No Failure
8134,299.8,311.1,1466,46.1,58,0,No Failure
8135,299.7,311.1,1650,32.4,60,0,No Failure
8136,299.6,311,1554,36.3,62,0,No Failure
8137,299.6,310.9,1474,39.7,64,0,No Failure
8138,299.5,310.8,1600,32.4,67,0,No Failure
8139,299.5,310.8,1356,54.9,72,0,No Failure
8140,299.5,310.8,1571,38.2,74,0,No Failure
8141,299.6,310.9,1658,28,76,0,No Failure
8142,299.6,310.8,1393,49.9,78,0,No Failure
8143,299.7,311,1448,49.8,80,0,No Failure
8144,299.7,310.9,1477,40.4,83,0,No Failure
8145,299.7,311,1506,42.7,85,0,No Failure
8146,299.7,310.9,1685,32.1,88,0,No Failure
8147,299.6,310.9,1533,31.8,91,0,No Failure
8148,299.5,310.8,1447,41,93,0,No Failure
8149,299.5,310.7,1488,39.5,95,0,No Failure
8150,299.6,310.8,1427,50.4,98,0,No Failure
8151,299.5,310.7,1424,41.3,101,0,No Failure
8152,299.5,310.7,1472,40.9,104,0,No Failure
8153,299.5,310.7,1438,45.7,106,0,No Failure
8154,299.6,310.8,1507,42.4,108,0,No Failure
8155,299.6,310.7,1393,52.1,110,0,No Failure
8156,299.5,310.8,1283,52.4,112,0,No Failure
8157,299.6,310.8,1644,30.9,114,0,No Failure
8158,299.6,310.8,1498,46.9,116,0,No Failure
8159,299.6,310.8,1400,40.8,118,0,No Failure
8160,299.6,310.9,1679,31.2,120,0,No Failure
8161,299.7,311.1,1618,30.3,125,0,No Failure
8162,299.6,311,1714,30.2,128,0,No Failure
8163,299.6,311,1574,35,133,0,No Failure
8164,299.7,311.1,1574,36.4,135,0,No Failure
8165,299.6,310.9,1472,40.9,137,0,No Failure
8166,299.6,311,1552,33.2,139,0,No Failure
8167,299.7,311.1,1603,31.4,141,0,No Failure
8168,299.7,311.1,1353,47.1,143,0,No Failure
8169,299.7,311.1,1690,30.6,148,0,No Failure
8170,299.8,311.2,1745,26.3,150,0,No Failure
8171,299.9,311.3,1522,45.7,153,0,No Failure
8172,300,311.4,1641,34.5,155,0,No Failure
8173,299.9,311.4,1596,28.9,160,0,No Failure
8174,299.9,311.4,1497,37,162,0,No Failure
8175,299.9,311.3,1371,52.3,167,0,No Failure
8176,299.9,311.3,1445,41.2,169,0,No Failure
8177,299.8,311.2,1564,40,172,0,No Failure
8178,299.7,311.1,1439,44.9,174,0,No Failure
8179,299.7,311.2,1352,52.1,176,0,No Failure
8180,299.8,311.3,1560,35.4,178,0,No Failure
8181,299.7,311.2,1616,42.3,180,0,No Failure
8182,299.7,311.2,1835,23.7,183,0,No Failure
8183,299.7,311.1,1649,32.7,185,0,No Failure
8184,299.8,311.1,1452,47.3,188,0,No Failure
8185,299.8,311.1,2144,17.7,190,0,No Failure
8186,299.7,311.1,1554,41,192,0,No Failure
8187,299.7,311,1827,25.4,194,0,No Failure
8188,299.6,310.9,1448,46.3,196,0,No Failure
8189,299.6,310.9,1530,38.8,198,0,No Failure
8190,299.7,311,1983,21,201,0,No Failure
8191,299.7,310.9,1620,37.2,203,0,No Failure
8192,299.6,310.9,1630,29.8,206,0,No Failure
8193,299.6,310.9,1229,65.2,209,1,Overstrain Failure
8194,299.5,310.8,1873,22.3,211,0,No Failure
8195,299.4,310.7,1426,45.7,213,0,No Failure
8196,299.4,310.8,1376,53.9,215,1,Overstrain Failure
8197,299.4,310.8,1622,33.6,217,0,No Failure
8198,299.4,310.7,1492,45.7,219,0,No Failure
8199,299.3,310.7,1374,48.9,222,0,No Failure
8200,299.2,310.7,1737,27,225,1,Tool Wear Failure
8201,299.3,310.8,1426,42.4,0,0,No Failure
8202,299.3,310.9,1826,25.1,2,0,No Failure
8203,299.3,310.9,1669,32.4,5,0,No Failure
8204,299.4,310.9,1473,40.1,7,0,No Failure
8205,299.4,310.9,1751,27.8,10,0,No Failure
8206,299.4,310.9,1446,47.3,12,0,No Failure
8207,299.3,310.8,1483,43.5,15,0,No Failure
8208,299.2,310.7,1535,42.6,17,0,No Failure
8209,299.2,310.7,1477,44,19,0,No Failure
8210,299.3,310.8,1391,46.9,21,0,No Failure
8211,299.2,310.7,1636,29.4,23,0,No Failure
8212,299.2,310.6,1675,33.3,28,0,No Failure
8213,299.2,310.5,1329,48.9,30,0,No Failure
